"filename", "language", "JavaScript", "TypeScript", "HTML", "JSON with Comments", "Markdown", "JSON", "SCSS", "CSS", "Vue", "XML", "comment", "blank", "total"
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\components\uni-id-pages-fab-login\uni-id-pages-fab-login.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 540, 0, 2, 32, 574
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\components\uni-id-pages-sms-form\uni-id-pages-sms-form.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 231, 0, 0, 11, 242
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\components\uni-id-pages-user-profile\uni-id-pages-user-profile.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 4, 177
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\config.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 2, 57
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\init.js", "JavaScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 100
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\package.json", "JSON", 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 1, 102
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\common\webview\webview.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 1, 4, 41
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\login\login-smscode.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 2, 6, 123
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\login\login-withoutpwd.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 4, 15, 261
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\login\login-withpwd.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 6, 11, 174
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\register\register-admin.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 2, 8, 180
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\register\register-by-email.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 2, 5, 217
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\register\register.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 2, 10, 184
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\register\validator.js", "JavaScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 57
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\retrieve\retrieve-by-email.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 216, 0, 2, 6, 224
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\retrieve\retrieve.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 240, 0, 2, 5, 247
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\userinfo\avatar\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 3, 21
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\userinfo\bind-mobile\bind-mobile.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 3, 10, 131
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\userinfo\change_pwd\change_pwd.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 2, 5, 135
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\cropImage.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 1, 1, 39
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper\README.md", "Markdown", 0, 0, 0, 0, 194, 0, 0, 0, 0, 0, 2, 31, 227
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper\images\photo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 1, 1, 20
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper\images\rotate.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 1, 1, 16
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper\index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 1, 161
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper\limeClipper.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 803, 0, 0, 13, 816
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper\utils.js", "JavaScript", 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 16, 245
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\userinfo\deactivate\deactivate.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 1, 12, 120
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\pages\userinfo\userinfo.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 1, 11, 254
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\readme.md", "Markdown", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 7, 15
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\static\limeClipper\photo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 1, 1, 20
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\static\limeClipper\rotate.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 1, 1, 16
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\common\constants.js", "JavaScript", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 91
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\common\error.js", "JavaScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 59
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\common\universal.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 48
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\common\utils.js", "JavaScript", 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25, 198
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\common\validator.js", "JavaScript", 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 26, 433
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\config\permission.js", "JavaScript", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 79
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\index.obj.js", "JavaScript", 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 387, 14, 590
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lang\en.js", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 51
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lang\index.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lang\zh-hans.js", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 51
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\README.md", "Markdown", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\alipay\account\index.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\alipay\account\protocols.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 11
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\alipay\alipayBase.js", "JavaScript", 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 30, 232
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\apple\account\index.js", "JavaScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 77
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\apple\rsa-public-key-pem.js", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 65
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\index.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\qq\account\index.js", "JavaScript", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 98
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\qq\account\protocol.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\qq\normalize.js", "JavaScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 86
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\share\create-api.js", "JavaScript", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 74
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\weixin\account\index.js", "JavaScript", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 112
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\weixin\normalize.js", "JavaScript", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 96
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\third-party\weixin\utils.js", "JavaScript", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 88
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\account.js", "JavaScript", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 131
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\captcha.js", "JavaScript", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 77
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\config.js", "JavaScript", 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 136
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\fission.js", "JavaScript", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 11, 193
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\login.js", "JavaScript", 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 233
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\logout.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 48
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\password.js", "JavaScript", 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 38, 262
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\qq.js", "JavaScript", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 153
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\register.js", "JavaScript", 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 213
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\relate.js", "JavaScript", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 163
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\sms.js", "JavaScript", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 82
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\unified-login.js", "JavaScript", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 99
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\univerify.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 28
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\update-user-info.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 26
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\utils.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 18
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\verify-code.js", "JavaScript", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 153
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\lib\utils\weixin.js", "JavaScript", 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 235
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\middleware\access-control.js", "JavaScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 60
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\middleware\auth.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\middleware\index.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\middleware\rbac.js", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\middleware\uni-id-log.js", "JavaScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 40
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\middleware\validate.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\account\close-account.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 17
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\account\get-account-info.js", "JavaScript", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 70
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\account\index.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\account\reset-pwd-by-email.js", "JavaScript", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 121
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\account\reset-pwd-by-sms.js", "JavaScript", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 121
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\account\update-pwd.js", "JavaScript", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 70
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\admin\add-user.js", "JavaScript", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 3, 120
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\admin\index.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\admin\update-user.js", "JavaScript", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 130
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\dev\get-supported-login-type.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 72
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\dev\index.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\fission\accept-invite.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 26
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\fission\get-invited-user.js", "JavaScript", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 81
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\fission\index.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\index.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-alipay.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 71
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-apple.js", "JavaScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 78
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-baidu.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-dingtalk.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-douyin.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-email-code.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-email-link.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-facebook.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-google.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-qq.js", "JavaScript", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 165
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-sms.js", "JavaScript", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 100
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-taobao.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-toutiao.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-univerify.js", "JavaScript", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 70
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-weibo.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-weixin-mobile.js", "JavaScript", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 107
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login-by-weixin.js", "JavaScript", 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 170
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\login\login.js", "JavaScript", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 95
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\logout\index.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\logout\logout.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 16
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\multi-end\authorize-app-login.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 38
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\multi-end\index.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\multi-end\remove-authorized-app.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 31
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\multi-end\set-authorized-app.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 37
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\multi-end\utils.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\register\index.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\register\register-admin.js", "JavaScript", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 73
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\register\register-user-by-email.js", "JavaScript", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 88
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\register\register-user.js", "JavaScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 69
